Employee Number,Employee Full Name,Date of Birth,Gender,Position Type,Division,Function Name,Recruitment Type,Joined On,Confirmation Date,Position Job Level (Label),Employee Type,Employee Status,Assignment Status,Last Promotion Date
367388,Aarya Mishra,16-11-1970,Male,Part-time,Division A,Marketing,Internal,26-09-2020,26-10-2019,Junior,Permanent,Active,Assigned,08-09-2022
534968,Aarav Sharma,24-11-2003,Female,Full-time,Division A,Operations,Internal,24-01-2020,25-01-2019,Senior,Contractual,Active,Assigned,25-03-2021
187746,Sai Krishna,23-12-1973,Male,Part-time,Division A,Operations,Internal,27-08-2021,08-08-2021,Mid,Temporary,Active,Unassigned,04-02-2020
560662,Aarya Mishra,14-09-1995,Female,Full-time,Division B,Marketing,Internal,29-12-2023,16-11-2022,Mid,Contractual,Active,Assigned,25-06-2024
300849,Ishaan Singh,17-08-1998,Male,Full-time,Division A,Marketing,Internal,07-12-2022,26-01-2022,Senior,Contractual,Inactive,Unassigned,30-10-2023
989796,Sai Krishna,12-01-1980,Male,Part-time,Division B,Operations,Internal,21-11-2022,30-06-2021,Mid,Contractual,Active,Assigned,13-02-2021
699776,Aditya Kumar,17-03-1967,Female,Full-time,Division A,Operations,Internal,03-12-2023,12-09-2020,Senior,Temporary,Active,Unassigned,14-08-2022
447647,Sai Krishna,01-11-1986,Male,Part-time,Division B,Marketing,External,20-12-2021,28-04-2020,Mid,Temporary,Active,Assigned,23-10-2021
189210,Myra Kapoor,17-11-1986,Female,Part-time,Division B,Operations,External,13-05-2023,28-02-2023,Junior,Permanent,Inactive,Assigned,01-11-2023
618779,Aarav Sharma,23-01-2001,Female,Part-time,Division A,Operations,External,31-01-2023,07-05-2022,Mid,Temporary,Active,Unassigned,31-01-2021
935560,Diya Shah,14-04-1987,Male,Contract,Division B,Operations,Internal,29-11-2020,07-12-2019,Junior,Temporary,Inactive,Assigned,13-05-2021
141275,Aarav Sharma,18-03-1986,Male,Contract,Division C,Operations,Internal,19-02-2022,26-10-2021,Lead,Permanent,Active,Unassigned,19-03-2022
318398,Krishna Nair,15-11-1987,Male,Full-time,Division C,Operations,External,05-01-2020,22-01-2019,Mid,Permanent,Active,Assigned,04-12-2023
153488,Sai Krishna,02-10-1989,Male,Part-time,Division C,Marketing,External,12-03-2020,20-12-2019,Senior,Contractual,Active,Assigned,19-09-2023
342946,Aarya Mishra,07-03-2006,Male,Part-time,Division A,Operations,External,26-04-2020,19-11-2019,Lead,Temporary,Active,Assigned,19-03-2021
374749,Anika Desai,05-09-1969,Female,Full-time,Division C,Marketing,Internal,14-04-2022,28-09-2021,Mid,Contractual,Active,Assigned,23-08-2021
854746,Aarav Sharma,05-04-2006,Male,Part-time,Division C,Operations,Internal,26-02-2023,20-07-2022,Junior,Permanent,Active,Assigned,28-01-2020
369499,Ayaan Roy,25-06-1993,Male,Part-time,Division C,Marketing,Internal,03-12-2022,17-02-2022,Junior,Permanent,Inactive,Assigned,18-01-2021
632159,Vihaan Agarwal,31-10-1966,Male,Contract,Division C,Marketing,External,13-07-2023,05-02-2020,Lead,Temporary,Active,Assigned,10-05-2021
896282,Aarav Sharma,13-06-1972,Male,Full-time,Division A,Operations,Internal,01-12-2020,30-12-2019,Mid,Temporary,Inactive,Assigned,18-06-2023
776225,Ishaan Singh,19-04-1969,Female,Part-time,Division C,Operations,External,24-04-2023,10-07-2022,Senior,Permanent,Inactive,Assigned,22-08-2022
126918,Ira Joshi,07-11-1964,Female,Part-time,Division B,Marketing,External,12-10-2020,24-08-2020,Lead,Permanent,Active,Assigned,03-08-2020
109656,Sai Krishna,20-08-1979,Female,Contract,Division A,Marketing,External,07-06-2023,23-02-2023,Lead,Contractual,Active,Unassigned,05-09-2022
858328,Vihaan Agarwal,09-09-1983,Female,Full-time,Division B,Operations,Internal,25-07-2020,17-04-2020,Lead,Permanent,Active,Assigned,26-02-2022
103425,Ishaan Singh,03-09-1989,Female,Full-time,Division A,Operations,External,10-06-2023,21-06-2022,Lead,Contractual,Active,Assigned,16-02-2021
831139,Myra Kapoor,18-11-1995,Male,Contract,Division A,Operations,Internal,09-03-2021,13-11-2020,Lead,Contractual,Active,Assigned,08-11-2022
888985,Aarohi Jain,05-06-1971,Male,Contract,Division C,Operations,External,21-04-2022,24-08-2021,Lead,Permanent,Active,Assigned,02-07-2024
629671,Krishna Nair,27-08-1989,Female,Full-time,Division B,Operations,External,17-02-2021,23-07-2020,Senior,Temporary,Active,Assigned,25-12-2022
202528,Krishna Nair,11-02-1974,Female,Contract,Division A,Marketing,Internal,07-03-2022,31-08-2021,Senior,Contractual,Inactive,Unassigned,19-03-2021
107347,Myra Kapoor,01-04-1994,Female,Contract,Division A,Operations,Internal,20-11-2021,19-12-2020,Senior,Temporary,Active,Assigned,26-01-2024
337292,Aarohi Jain,18-01-1968,Female,Contract,Division C,Operations,Internal,20-05-2022,27-05-2020,Senior,Contractual,Active,Unassigned,21-12-2022
425342,Ananya Mehta,29-04-1971,Male,Part-time,Division C,Operations,External,13-02-2024,27-07-2023,Junior,Contractual,Active,Unassigned,09-06-2020
353372,Aarya Mishra,06-09-1995,Male,Contract,Division B,Operations,External,15-07-2020,08-10-2019,Lead,Permanent,Active,Assigned,17-06-2024
883023,Vihaan Agarwal,25-06-1984,Male,Full-time,Division B,Operations,Internal,13-11-2021,09-09-2020,Junior,Contractual,Inactive,Assigned,24-01-2024
205220,Ira Joshi,30-08-2005,Male,Full-time,Division B,Operations,External,23-03-2020,12-11-2019,Mid,Temporary,Inactive,Unassigned,09-07-2022
393108,Arjun Reddy,07-02-1977,Female,Full-time,Division C,Operations,External,24-05-2024,09-07-2020,Mid,Contractual,Active,Unassigned,24-12-2023
840043,Ayaan Roy,03-11-1992,Male,Contract,Division B,Operations,Internal,27-07-2020,08-06-2020,Lead,Contractual,Active,Assigned,20-09-2020
621203,Aarohi Jain,09-05-1967,Male,Contract,Division B,Operations,Internal,26-11-2020,08-07-2020,Mid,Temporary,Active,Unassigned,02-01-2021
664907,Aarav Sharma,22-02-1997,Female,Contract,Division C,Marketing,Internal,31-01-2024,17-02-2022,Mid,Temporary,Active,Assigned,07-10-2022
714650,Riya Pandey,28-03-1973,Female,Contract,Division B,Marketing,External,12-05-2021,14-02-2021,Junior,Permanent,Inactive,Assigned,27-08-2023
530979,Aarohi Jain,14-08-1985,Female,Contract,Division B,Marketing,External,16-03-2022,03-06-2021,Senior,Permanent,Inactive,Unassigned,25-07-2021
277013,Aditya Kumar,28-08-1964,Male,Full-time,Division A,Operations,External,18-09-2020,15-07-2020,Senior,Temporary,Active,Assigned,17-01-2021
874223,Aadhya Verma,29-12-1972,Male,Part-time,Division B,Operations,Internal,14-09-2022,19-05-2021,Junior,Temporary,Active,Unassigned,12-07-2024
162711,Krishna Nair,10-07-1983,Male,Full-time,Division C,Marketing,External,09-09-2021,25-05-2021,Mid,Permanent,Active,Assigned,04-04-2023
982583,Myra Kapoor,02-10-1982,Male,Full-time,Division B,Operations,Internal,04-12-2021,23-05-2021,Mid,Contractual,Active,Assigned,14-04-2023
303617,Sai Krishna,16-07-2006,Female,Contract,Division B,Operations,External,23-04-2020,14-11-2019,Junior,Permanent,Inactive,Assigned,09-04-2023
402317,Aarohi Jain,31-08-1963,Male,Part-time,Division B,Operations,Internal,18-02-2021,09-02-2021,Senior,Contractual,Active,Unassigned,17-08-2022
391662,Aadhya Verma,25-04-1969,Male,Full-time,Division A,Operations,External,02-01-2022,19-10-2021,Mid,Contractual,Active,Assigned,17-11-2023
822370,Diya Shah,15-06-1994,Male,Full-time,Division A,Operations,External,08-02-2020,17-05-2019,Mid,Contractual,Active,Assigned,03-01-2024
849876,Ishaan Singh,02-12-1998,Male,Contract,Division A,Operations,Internal,16-11-2021,22-07-2020,Senior,Permanent,Inactive,Unassigned,16-07-2023
902325,Vivaan Patel,23-06-1988,Male,Part-time,Division B,Operations,External,15-02-2020,10-03-2019,Junior,Contractual,Active,Assigned,28-12-2022
501980,Ira Joshi,16-12-1983,Female,Full-time,Division C,Marketing,External,19-08-2021,16-07-2021,Junior,Contractual,Inactive,Unassigned,20-02-2022
506732,Aarya Mishra,03-03-1978,Female,Contract,Division C,Operations,External,20-12-2022,28-02-2021,Senior,Temporary,Active,Unassigned,15-02-2022
224326,Diya Shah,01-06-1972,Male,Part-time,Division C,Operations,Internal,18-01-2023,19-06-2022,Senior,Permanent,Inactive,Unassigned,24-05-2021
533859,Riya Pandey,28-11-1999,Female,Contract,Division A,Operations,External,07-05-2023,02-11-2020,Mid,Permanent,Inactive,Unassigned,23-09-2023
596696,Ishaan Singh,21-01-1973,Male,Contract,Division C,Marketing,External,26-11-2021,26-03-2020,Mid,Permanent,Active,Assigned,08-08-2023
718392,Aarav Sharma,06-11-1966,Male,Contract,Division A,Operations,External,28-01-2024,12-02-2021,Mid,Temporary,Inactive,Assigned,27-05-2023
778141,Arjun Reddy,20-02-1987,Male,Part-time,Division A,Operations,Internal,11-07-2024,07-07-2020,Lead,Temporary,Active,Assigned,08-02-2020
680838,Arjun Reddy,27-04-1999,Male,Contract,Division B,Operations,External,20-01-2021,12-05-2020,Senior,Temporary,Active,Assigned,25-02-2023
366877,Ishaan Singh,26-12-1976,Female,Full-time,Division A,Marketing,Internal,18-04-2021,12-07-2020,Lead,Contractual,Active,Assigned,12-08-2023
468497,Avni Shukla,20-11-2001,Male,Contract,Division C,Operations,Internal,27-08-2023,28-10-2021,Lead,Temporary,Active,Assigned,19-06-2021
192640,Ishaan Singh,14-06-1986,Male,Part-time,Division C,Operations,External,10-09-2023,21-02-2020,Senior,Permanent,Active,Unassigned,15-01-2023
142177,Ishaan Singh,24-12-1997,Male,Contract,Division A,Operations,Internal,28-08-2020,03-07-2020,Junior,Temporary,Active,Assigned,15-09-2020
324863,Ishaan Singh,20-01-1995,Male,Part-time,Division A,Marketing,Internal,20-06-2022,05-01-2022,Junior,Contractual,Inactive,Assigned,20-11-2020
479682,Myra Kapoor,08-01-1986,Female,Full-time,Division A,Operations,Internal,09-08-2021,12-03-2021,Lead,Contractual,Active,Assigned,13-12-2021
764371,Reyansh Gupta,17-02-1981,Male,Part-time,Division C,Operations,Internal,21-04-2021,07-01-2021,Mid,Permanent,Active,Assigned,26-03-2024
666064,Riya Pandey,03-07-1997,Male,Part-time,Division B,Operations,External,15-12-2023,01-04-2020,Senior,Contractual,Inactive,Assigned,01-07-2024
833570,Vivaan Patel,05-06-1967,Female,Contract,Division C,Marketing,External,11-05-2021,23-07-2020,Senior,Permanent,Active,Unassigned,11-08-2020
620453,Ishaan Singh,06-12-1979,Female,Contract,Division B,Operations,Internal,27-10-2023,13-03-2022,Junior,Contractual,Active,Assigned,04-04-2023
593998,Diya Shah,10-11-2001,Female,Full-time,Division A,Marketing,Internal,06-04-2023,28-08-2020,Senior,Permanent,Active,Assigned,11-11-2022
112977,Aarav Sharma,27-02-1984,Female,Part-time,Division A,Marketing,External,08-02-2021,05-05-2020,Junior,Temporary,Active,Assigned,24-03-2023
436546,Krishna Nair,26-11-2004,Male,Part-time,Division A,Operations,External,04-09-2023,06-09-2022,Senior,Temporary,Active,Unassigned,15-05-2024
623752,Aarohi Jain,20-06-1973,Female,Part-time,Division A,Operations,Internal,01-10-2021,07-04-2021,Senior,Permanent,Inactive,Assigned,27-02-2023
259087,Ira Joshi,05-08-1992,Male,Full-time,Division C,Operations,Internal,06-09-2023,27-09-2022,Senior,Temporary,Inactive,Assigned,05-07-2024
200966,Arjun Reddy,01-06-1970,Male,Full-time,Division B,Operations,Internal,05-04-2021,05-05-2020,Lead,Contractual,Inactive,Unassigned,10-12-2021
153775,Krishna Nair,28-12-1972,Female,Full-time,Division B,Operations,External,08-05-2020,21-10-2019,Lead,Temporary,Active,Assigned,07-07-2020
516211,Reyansh Gupta,09-02-1966,Female,Contract,Division B,Operations,External,11-02-2024,12-09-2021,Junior,Contractual,Inactive,Unassigned,10-05-2022
163730,Riya Pandey,16-10-1987,Female,Full-time,Division C,Operations,External,29-07-2021,25-02-2021,Junior,Permanent,Active,Assigned,09-10-2020
759426,Ishaan Singh,08-07-1979,Male,Part-time,Division A,Operations,External,01-07-2021,31-03-2021,Lead,Temporary,Active,Assigned,12-08-2020
869868,Vivaan Patel,13-09-1997,Male,Part-time,Division A,Operations,External,20-11-2022,26-06-2022,Senior,Permanent,Active,Assigned,09-01-2021
575484,Aarohi Jain,25-08-1984,Female,Full-time,Division B,Operations,Internal,08-04-2023,06-02-2023,Mid,Temporary,Active,Assigned,25-05-2024
488530,Aadhya Verma,25-08-1974,Female,Full-time,Division B,Operations,Internal,12-01-2021,02-09-2020,Junior,Permanent,Active,Unassigned,26-05-2022
563521,Aadhya Verma,26-03-1983,Female,Contract,Division C,Operations,Internal,01-05-2022,08-05-2021,Mid,Temporary,Inactive,Assigned,01-11-2021
510791,Krishna Nair,13-10-1979,Female,Part-time,Division C,Operations,External,14-12-2020,04-08-2020,Senior,Contractual,Active,Unassigned,20-05-2024
528684,Aarya Mishra,28-10-2004,Male,Contract,Division C,Operations,Internal,05-07-2020,01-06-2020,Lead,Permanent,Inactive,Assigned,29-10-2023
126788,Sai Krishna,22-10-1971,Male,Part-time,Division A,Operations,Internal,13-07-2021,15-12-2020,Mid,Contractual,Active,Unassigned,29-04-2023
418554,Diya Shah,02-10-1999,Male,Full-time,Division B,Operations,Internal,06-06-2024,30-01-2020,Lead,Permanent,Active,Unassigned,12-04-2022
788336,Riya Pandey,04-09-1993,Male,Part-time,Division B,Operations,Internal,19-06-2022,03-03-2020,Mid,Contractual,Active,Assigned,26-04-2022
360212,Reyansh Gupta,12-11-1980,Male,Contract,Division B,Operations,External,22-01-2024,17-11-2020,Lead,Contractual,Active,Unassigned,21-11-2023
900723,Arjun Reddy,04-06-1964,Female,Full-time,Division A,Marketing,External,30-11-2020,08-10-2020,Mid,Permanent,Active,Unassigned,29-02-2024
339647,Avni Shukla,05-12-1982,Male,Part-time,Division C,Marketing,External,08-08-2022,03-10-2021,Lead,Permanent,Active,Assigned,10-08-2021
972539,Ishaan Singh,07-11-1972,Female,Contract,Division C,Marketing,Internal,01-05-2022,28-08-2021,Junior,Contractual,Active,Unassigned,07-05-2022
426477,Aditya Kumar,18-07-1965,Male,Contract,Division A,Operations,Internal,27-03-2021,16-07-2020,Junior,Temporary,Inactive,Assigned,16-02-2024
676269,Riya Pandey,15-03-2001,Male,Full-time,Division B,Operations,External,01-03-2023,15-03-2022,Lead,Contractual,Active,Assigned,19-03-2023
980136,Avni Shukla,01-06-1977,Male,Full-time,Division A,Operations,Internal,11-02-2021,17-03-2020,Senior,Permanent,Active,Assigned,28-07-2021
937872,Aadhya Verma,22-02-1975,Female,Part-time,Division A,Operations,Internal,12-07-2021,03-05-2021,Mid,Contractual,Inactive,Assigned,12-02-2022
863554,Vihaan Agarwal,22-04-1999,Female,Full-time,Division B,Operations,Internal,21-10-2023,19-05-2021,Senior,Contractual,Active,Unassigned,26-05-2022
779647,Ira Joshi,19-09-1963,Male,Part-time,Division C,Operations,Internal,02-01-2020,25-10-2019,Senior,Temporary,Active,Assigned,29-08-2021
913525,Ananya Mehta,13-02-2006,Male,Part-time,Division B,Operations,External,22-09-2021,07-05-2021,Senior,Contractual,Active,Assigned,05-01-2024
889640,Aarohi Jain,11-12-1987,Female,Contract,Division C,Operations,Internal,10-08-2020,12-07-2020,Lead,Temporary,Active,Assigned,10-12-2022
287093,Aarohi Jain,01-03-1986,Female,Part-time,Division A,Marketing,Internal,02-05-2021,03-01-2021,Senior,Temporary,Active,Unassigned,10-05-2022
930469,Myra Kapoor,20-05-1970,Male,Part-time,Division B,Operations,External,09-03-2021,06-12-2020,Senior,Contractual,Active,Unassigned,27-03-2021
879016,Diya Shah,15-09-1997,Female,Part-time,Division B,Operations,Internal,16-05-2020,19-04-2020,Junior,Contractual,Active,Assigned,02-11-2022
282330,Aarav Sharma,05-08-1975,Female,Full-time,Division C,Operations,Internal,21-05-2022,05-08-2021,Lead,Temporary,Active,Assigned,07-02-2023
417755,Aarav Sharma,01-02-2001,Male,Part-time,Division A,Operations,External,02-12-2020,14-04-2020,Junior,Permanent,Active,Assigned,07-10-2021
527762,Aditya Kumar,17-11-1980,Male,Part-time,Division B,Marketing,External,11-05-2024,30-06-2023,Senior,Temporary,Active,Assigned,10-04-2020
162710,Aarya Mishra,17-12-1968,Male,Contract,Division B,Marketing,External,23-04-2021,30-01-2021,Senior,Permanent,Active,Assigned,20-05-2024
531060,Ayaan Roy,29-04-2000,Male,Part-time,Division B,Operations,Internal,30-08-2020,22-09-2019,Lead,Temporary,Active,Unassigned,26-02-2023
446016,Ira Joshi,01-05-1998,Male,Full-time,Division C,Operations,External,30-08-2021,11-09-2020,Lead,Temporary,Active,Unassigned,14-01-2021
489393,Arjun Reddy,08-04-1990,Female,Contract,Division C,Operations,External,28-05-2020,07-01-2020,Mid,Contractual,Inactive,Unassigned,10-03-2023
274473,Avni Shukla,30-10-2001,Male,Full-time,Division C,Operations,Internal,09-12-2022,06-05-2022,Junior,Temporary,Active,Assigned,02-04-2022
416257,Ishaan Singh,14-10-1974,Male,Full-time,Division C,Marketing,External,19-06-2023,19-05-2020,Lead,Permanent,Active,Unassigned,07-04-2022
230921,Aadhya Verma,08-11-1966,Female,Full-time,Division B,Operations,External,01-11-2021,16-03-2021,Senior,Temporary,Active,Assigned,20-07-2023
651911,Aadhya Verma,25-11-1965,Male,Part-time,Division A,Operations,External,23-08-2021,11-05-2021,Lead,Permanent,Active,Unassigned,18-11-2022
305506,Myra Kapoor,09-12-1966,Male,Full-time,Division C,Operations,Internal,30-01-2022,02-04-2021,Junior,Permanent,Active,Assigned,13-10-2023
380513,Myra Kapoor,09-03-2006,Male,Contract,Division A,Operations,Internal,02-04-2020,02-12-2019,Lead,Temporary,Active,Assigned,29-12-2022
629101,Aditya Kumar,03-09-1964,Male,Contract,Division C,Marketing,External,23-02-2020,05-08-2019,Mid,Contractual,Active,Assigned,15-08-2021
567628,Krishna Nair,28-01-1997,Female,Full-time,Division C,Operations,Internal,19-10-2020,10-11-2019,Mid,Permanent,Inactive,Assigned,14-02-2024
180107,Ananya Mehta,11-08-2001,Male,Full-time,Division B,Operations,Internal,18-11-2020,23-06-2020,Junior,Contractual,Active,Unassigned,18-09-2021
840845,Vihaan Agarwal,24-10-2002,Female,Part-time,Division B,Marketing,External,09-09-2022,07-10-2021,Lead,Contractual,Inactive,Unassigned,22-12-2021
450751,Riya Pandey,30-06-1997,Male,Contract,Division C,Marketing,Internal,16-03-2021,01-03-2021,Senior,Temporary,Active,Assigned,21-02-2020
803213,Ananya Mehta,29-07-1973,Male,Full-time,Division B,Marketing,External,21-03-2020,03-07-2019,Junior,Contractual,Active,Unassigned,23-12-2023
120571,Vihaan Agarwal,03-04-2005,Female,Part-time,Division B,Operations,External,31-05-2024,20-07-2022,Senior,Contractual,Active,Assigned,27-04-2020
213934,Ira Joshi,04-04-1989,Male,Full-time,Division C,Operations,External,11-10-2022,08-11-2021,Junior,Permanent,Inactive,Unassigned,08-07-2022
230732,Reyansh Gupta,24-12-2000,Male,Contract,Division B,Operations,External,16-10-2020,09-12-2019,Senior,Contractual,Active,Unassigned,15-09-2023
436890,Arjun Reddy,02-09-1963,Female,Contract,Division B,Operations,External,08-06-2022,18-04-2022,Mid,Permanent,Active,Assigned,28-06-2022
901192,Anika Desai,04-05-1964,Male,Contract,Division A,Marketing,Internal,07-07-2023,20-09-2022,Lead,Temporary,Active,Assigned,29-09-2021
930235,Ayaan Roy,09-06-1973,Female,Full-time,Division A,Marketing,External,24-12-2022,14-10-2020,Senior,Permanent,Active,Assigned,09-12-2020
565814,Ishaan Singh,25-05-1983,Male,Full-time,Division B,Marketing,External,15-12-2021,18-04-2021,Lead,Permanent,Active,Unassigned,25-04-2020
499242,Aarav Sharma,01-11-1975,Male,Contract,Division B,Operations,External,06-08-2023,04-12-2021,Lead,Contractual,Active,Unassigned,14-02-2021
574231,Aarya Mishra,19-10-1986,Female,Part-time,Division B,Operations,Internal,07-06-2024,06-10-2022,Senior,Permanent,Active,Assigned,31-05-2021
